datetime,insert_total,insert_original,insert_duplicate,insert_avg_latency_ms,query_count,query_failed,query_avg_latency_ms
2026-03-01 12:06:42,620,580,40,79.09,1178,0,85.53
2026-03-01 12:06:47,460,210,250,137.5,1356,0,73.5
2026-03-01 12:06:52,820,648,172,140.03,1188,0,82.69
2026-03-01 12:06:57,720,642,78,68.21,1236,0,80.5
2026-03-01 12:07:02,620,370,250,60.89,1204,0,84.58
2026-03-01 12:07:07,700,488,212,60.4,1274,0,79.03
2026-03-01 12:07:12,480,442,38,70.14,1454,0,68.49
2026-03-01 12:07:17,960,710,250,96.82,1378,0,72.64
2026-03-01 12:07:22,420,268,152,123.98,1424,0,69.66
2026-03-01 12:07:27,620,522,98,100.97,1374,0,73.31
2026-03-01 12:07:32,1000,750,250,102.87,1374,0,72.21
2026-03-01 12:07:37,560,310,250,53.85,1242,0,81.48
2026-03-01 12:07:42,680,680,0,49.89,1306,0,76.39
2026-03-01 12:07:47,480,230,250,56.49,1404,0,71.4
2026-03-01 12:07:52,560,520,40,141.08,1526,0,65.33
2026-03-01 12:07:57,720,510,210,156.2,1462,0,67.82
2026-03-01 12:08:02,460,308,152,143.32,1106,0,91.17
2026-03-01 12:08:07,680,582,98,161.53,1460,0,68.24
2026-03-01 12:08:12,760,510,250,97.72,1168,0,86.02
2026-03-01 12:08:17,980,730,250,101.63,1134,0,87.67
2026-03-01 12:08:22,440,428,12,78.01,1024,0,83.93
2026-03-01 12:08:27,60,0,60,262.21,1510,0,76.03
2026-03-01 12:08:32,340,162,178,422.07,1972,0,48.94
2026-03-01 12:08:37,240,240,0,287.16,680,0,50.69
2026-03-01 12:08:42,220,220,0,388.94,480,0,48.61
2026-03-01 12:08:47,180,128,52,349.62,440,0,98.23
2026-03-01 12:08:52,760,562,198,245.06,360,0,73.89
2026-03-01 12:08:57,1060,810,250,83.7,1044,0,77.76
2026-03-01 12:09:02,700,450,250,107.67,1240,0,77.8
2026-03-01 12:09:07,240,240,0,186.43,1712,0,60.48
2026-03-01 12:09:12,160,120,40,395.44,1524,0,50.96
2026-03-01 12:09:17,320,110,210,417.59,320,0,82.48
2026-03-01 12:09:22,220,220,0,272.36,640,0,59.01
2026-03-01 12:09:27,360,360,0,433.27,440,0,71.75
2026-03-01 12:09:32,620,370,250,190.81,710,0,73.12
2026-03-01 12:09:37,780,530,250,117.85,798,0,73.38
2026-03-01 12:09:42,680,680,0,115.57,1208,0,83.58
2026-03-01 12:09:47,540,290,250,112.95,1350,0,74.59
2026-03-01 12:09:52,260,260,0,292.12,1640,0,60.96
2026-03-01 12:09:57,200,200,0,366.53,774,0,58.91
2026-03-01 12:10:02,280,70,210,403.1,400,0,52.26
2026-03-01 12:10:07,340,300,40,408.19,560,0,51.22
2026-03-01 12:10:12,340,328,12,198.1,674,0,59.83
2026-03-01 12:10:17,140,120,20,314.94,686,0,47.43
2026-03-01 12:10:22,760,542,218,239.33,240,0,55.26
2026-03-01 12:10:27,900,650,250,105.91,1356,0,72.9
2026-03-01 12:10:32,320,280,40,119.21,1736,0,56.94
2026-03-01 12:10:37,200,8,192,399.54,908,0,42.08
2026-03-01 12:10:42,240,222,18,411.82,400,0,48.09
2026-03-01 12:10:47,280,280,0,423.9,480,0,50.12
2026-03-01 12:10:52,580,330,250,198.02,386,0,69.9
2026-03-01 12:10:57,100,100,0,262.83,1334,0,54.15
2026-03-01 12:11:02,560,460,100,287.24,200,0,58.36
2026-03-01 12:11:07,680,530,150,134.35,1010,0,71.29
2026-03-01 12:11:12,740,510,230,119.29,1470,0,68.2
2026-03-01 12:11:17,80,60,20,400.38,1480,0,49.13
2026-03-01 12:11:22,360,348,12,380.84,8,0,36.02
2026-03-01 12:11:27,180,160,20,402.41,872,0,53.47
2026-03-01 12:11:32,440,222,218,281.09,346,0,74.45
2026-03-01 12:11:37,360,360,0,206.7,894,0,100.19
2026-03-01 12:11:42,400,168,232,369.79,720,0,52.44
2026-03-01 12:11:47,880,750,130,100.59,352,0,83.27
2026-03-01 12:11:52,840,662,178,91.42,896,0,110.01
2026-03-01 12:11:57,100,68,32,144.89,1034,0,97.25
2026-03-01 12:12:02,380,202,178,426.75,1500,0,66.85
2026-03-01 12:12:07,140,140,0,205.47,1418,0,51.04
2026-03-01 12:12:12,400,400,0,388.35,280,0,62.48
2026-03-01 12:12:17,860,590,270,124.79,800,0,78.54
2026-03-01 12:12:22,800,570,230,107.89,1142,0,85.51
2026-03-01 12:12:27,140,140,0,220.91,1636,0,61.33
2026-03-01 12:12:32,560,310,250,317.63,758,0,54.34
2026-03-01 12:12:37,320,320,0,128.14,614,0,79.62
2026-03-01 12:12:42,260,260,0,383.65,1024,0,55.93
2026-03-01 12:12:47,620,370,250,203.82,582,0,78.23
2026-03-01 12:12:52,180,180,0,143.71,1136,0,61.94
2026-03-01 12:12:57,440,288,152,337.6,556,0,51.3
2026-03-01 12:13:02,820,702,118,125.78,558,0,110.6
2026-03-01 12:13:07,1240,798,442,70.0,650,0,153.15
2026-03-01 12:13:12,60,22,38,59.85,788,0,128.24
2026-03-01 12:13:17,20,20,0,336.03,1082,0,93.88
2026-03-01 12:13:22,400,400,0,428.3,916,0,108.03
2026-03-01 12:13:27,380,308,72,288.67,1240,0,80.25
2026-03-01 12:13:32,460,282,178,185.27,866,0,115.1
2026-03-01 12:13:37,120,120,0,329.88,1310,0,77.59
2026-03-01 12:13:42,880,630,250,192.87,368,0,73.77
2026-03-01 12:13:47,1260,1010,250,61.17,720,0,136.29
2026-03-01 12:13:52,280,208,72,49.23,806,0,126.23
2026-03-01 12:13:57,340,162,178,78.08,806,0,119.29
2026-03-01 12:14:02,40,40,0,180.42,974,0,107.93
2026-03-01 12:14:07,400,400,0,355.99,906,0,109.09
2026-03-01 12:14:12,480,230,250,290.03,1252,0,79.96
2026-03-01 12:14:17,100,100,0,211.37,950,0,106.49
2026-03-01 12:14:22,400,400,0,297.13,1078,0,92.43
2026-03-01 12:14:27,400,168,232,328.97,1002,0,91.2
2026-03-01 12:14:32,720,690,30,115.11,444,0,113.52
2026-03-01 12:14:37,1160,810,350,82.56,878,0,112.17
2026-03-01 12:14:42,560,422,138,78.58,888,0,114.44
2026-03-01 12:14:47,20,20,0,205.26,942,0,105.52
2026-03-01 12:14:52,380,308,72,351.23,1046,0,95.26
2026-03-01 12:14:57,140,40,100,288.67,1142,0,87.53
2026-03-01 12:15:02,880,710,170,182.62,742,0,133.72
2026-03-01 12:15:07,160,40,120,175.62,1052,0,96.21
2026-03-01 12:15:12,480,442,38,347.36,1132,0,88.02
2026-03-01 12:15:17,800,550,250,83.85,904,0,110.31
2026-03-01 12:15:22,920,670,250,107.64,870,0,113.87
2026-03-01 12:15:27,560,548,12,80.18,970,0,104.22
2026-03-01 12:15:32,60,0,60,113.99,806,0,123.11
2026-03-01 12:15:37,540,362,178,316.52,782,0,129.99
2026-03-01 12:15:42,100,100,0,80.96,676,0,146.72
2026-03-01 12:15:47,400,288,112,381.43,1006,0,100.7
2026-03-01 12:15:52,340,202,138,296.5,924,0,107.02
2026-03-01 12:15:57,880,630,250,97.76,682,0,144.18
2026-03-01 12:16:02,420,420,0,134.18,742,0,138.08
2026-03-01 12:16:07,520,270,250,124.43,792,0,125.14
2026-03-01 12:16:12,0,0,0,0.0,614,0,160.84
2026-03-01 12:16:17,560,560,0,227.61,726,0,138.96
2026-03-01 12:16:22,240,148,92,300.09,634,0,157.13
2026-03-01 12:16:27,260,102,158,266.41,714,0,140.51
2026-03-01 12:16:32,580,580,0,250.66,770,0,131.2
2026-03-01 12:16:37,460,210,250,118.86,660,0,151.35
2026-03-01 12:16:42,440,440,0,88.03,710,0,140.96
2026-03-01 12:16:47,280,188,92,46.5,752,0,129.01
2026-03-01 12:16:52,340,182,158,51.39,672,0,152.37
2026-03-01 12:16:57,160,160,0,53.49,654,0,153.54
2026-03-01 12:17:02,680,430,250,140.46,802,0,118.79
2026-03-01 12:17:07,0,0,0,0.0,972,0,107.77
2026-03-01 12:17:12,720,688,32,166.25,834,0,118.48
2026-03-01 12:17:17,440,222,218,87.23,870,0,117.01
2026-03-01 12:17:22,520,520,0,54.63,862,0,115.64
2026-03-01 12:17:27,380,130,250,46.69,706,0,139.12
2026-03-01 12:17:32,380,380,0,54.81,686,0,148.56
2026-03-01 12:17:37,220,200,20,48.38,912,0,109.81
2026-03-01 12:17:42,660,430,230,157.11,890,0,111.4
2026-03-01 12:17:47,500,408,92,51.43,942,0,106.13
2026-03-01 12:17:52,60,20,40,154.8,916,0,109.8
2026-03-01 12:17:57,400,282,118,231.33,842,0,116.4
2026-03-01 12:18:02,860,610,250,148.59,808,0,125.62
2026-03-01 12:18:07,440,440,0,51.21,914,0,109.6
2026-03-01 12:18:12,400,150,250,50.76,820,0,122.78
2026-03-01 12:18:17,280,280,0,42.43,756,0,131.83
2026-03-01 12:18:22,160,160,0,69.85,792,0,125.84
2026-03-01 12:18:27,700,450,250,134.59,910,0,109.32
2026-03-01 12:18:32,260,260,0,194.43,892,0,112.87
2026-03-01 12:18:37,620,370,250,111.1,850,0,117.91
2026-03-01 12:18:42,420,420,0,51.32,796,0,122.96
2026-03-01 12:18:47,460,308,152,48.28,860,0,118.39
2026-03-01 12:18:52,420,322,98,47.62,806,0,125.67
2026-03-01 12:18:57,400,400,0,48.49,804,0,121.89
2026-03-01 12:19:02,340,90,250,46.28,774,0,129.61
2026-03-01 12:19:07,140,140,0,74.39,808,0,124.49
2026-03-01 12:19:12,560,540,20,190.05,810,0,122.89
2026-03-01 12:19:17,0,0,0,0.0,910,0,109.76
2026-03-01 12:19:22,1000,750,250,193.84,778,0,128.29
2026-03-01 12:19:27,280,50,230,51.37,836,0,118.07
2026-03-01 12:19:32,380,380,0,53.94,762,0,132.52
2026-03-01 12:19:37,440,328,112,71.19,768,0,130.9
2026-03-01 12:19:42,440,302,138,52.56,762,0,130.59
2026-03-01 12:19:47,400,400,0,70.19,752,0,132.35
2026-03-01 12:19:52,300,50,250,56.14,798,0,125.08
2026-03-01 12:19:57,240,240,0,57.35,816,0,122.92
2026-03-01 12:20:02,700,508,192,151.79,772,0,127.84
2026-03-01 12:20:07,260,202,58,52.15,782,0,128.04
2026-03-01 12:20:12,420,420,0,56.95,836,0,122.38
2026-03-01 12:20:17,380,130,250,49.1,758,0,131.56
2026-03-01 12:20:22,20,20,0,276.34,762,0,130.93
2026-03-01 12:20:27,880,728,152,165.69,720,0,138.63
2026-03-01 12:20:32,200,102,98,55.11,790,0,125.03
2026-03-01 12:20:37,560,560,0,145.77,774,0,131.16
2026-03-01 12:20:42,240,88,152,47.91,752,0,130.21
2026-03-01 12:20:47,320,222,98,59.51,666,0,151.25
2026-03-01 12:20:52,420,420,0,54.45,760,0,134.09
2026-03-01 12:20:57,380,130,250,53.08,726,0,137.01
2026-03-01 12:21:02,260,260,0,56.54,672,0,147.51
2026-03-01 12:21:07,240,240,0,209.33,744,0,134.73
2026-03-01 12:21:12,580,330,250,139.85,742,0,135.26
2026-03-01 12:21:17,340,340,0,52.78,754,0,133.17
2026-03-01 12:21:22,400,308,92,76.87,756,0,131.62
2026-03-01 12:21:27,400,242,158,54.24,740,0,134.79
2026-03-01 12:21:32,260,260,0,53.37,620,0,159.13
2026-03-01 12:21:37,400,248,152,52.06,766,0,134.04
2026-03-01 12:21:42,400,302,98,50.28,704,0,140.22
2026-03-01 12:21:47,200,200,0,53.63,756,0,132.34
2026-03-01 12:21:52,400,248,152,231.22,746,0,134.23
2026-03-01 12:21:57,480,382,98,100.35,754,0,133.09
2026-03-01 12:22:02,420,368,52,58.41,688,0,145.37
2026-03-01 12:22:07,280,82,198,50.53,712,0,139.16
2026-03-01 12:22:12,340,340,0,53.17,756,0,133.2
2026-03-01 12:22:17,360,328,32,54.78,716,0,139.88
2026-03-01 12:22:22,360,142,218,57.6,702,0,143.05
2026-03-01 12:22:27,380,380,0,63.37,664,0,149.92
2026-03-01 12:22:32,360,228,132,52.28,724,0,136.78
2026-03-01 12:22:37,320,202,118,75.9,684,0,145.67
2026-03-01 12:22:42,380,380,0,55.91,748,0,134.82
2026-03-01 12:22:47,340,168,172,59.29,690,0,144.43
2026-03-01 12:22:52,360,282,78,55.6,690,0,145.56
2026-03-01 12:22:57,280,280,0,47.94,728,0,138.3
2026-03-01 12:23:02,440,190,250,68.85,688,0,144.37
2026-03-01 12:23:07,400,400,0,65.23,692,0,144.53
2026-03-01 12:23:12,280,280,0,54.67,688,0,144.15
2026-03-01 12:23:17,340,128,212,192.23,710,0,140.31
2026-03-01 12:23:22,240,202,38,82.77,734,0,137.88
2026-03-01 12:23:27,420,420,0,71.02,656,0,152.72
2026-03-01 12:23:32,400,150,250,60.97,676,0,147.49
2026-03-01 12:23:37,360,360,0,57.07,682,0,146.92
2026-03-01 12:23:42,300,300,0,48.18,710,0,141.24
2026-03-01 12:23:47,360,110,250,52.24,684,0,144.92
2026-03-01 12:23:52,340,340,0,54.3,708,0,142.71
2026-03-01 12:23:57,320,288,32,86.39,664,0,149.65
2026-03-01 12:24:02,240,22,218,76.52,696,0,143.5
2026-03-01 12:24:07,400,400,0,61.86,686,0,146.49
2026-03-01 12:24:12,400,348,52,59.7,604,0,164.92
2026-03-01 12:24:17,400,202,198,58.93,690,0,145.67
2026-03-01 12:24:22,260,260,0,53.37,708,0,140.21
2026-03-01 12:24:27,360,288,72,55.98,686,0,146.93
2026-03-01 12:24:32,380,202,178,78.36,672,0,148.8
2026-03-01 12:24:37,320,320,0,67.46,686,0,145.38
2026-03-01 12:24:42,240,228,12,57.67,662,0,151.75
2026-03-01 12:24:47,400,162,238,69.38,688,0,144.15
2026-03-01 12:24:52,400,400,0,60.32,636,0,156.92
2026-03-01 12:24:57,220,188,32,51.13,692,0,142.17
2026-03-01 12:25:02,380,162,218,65.37,678,0,150.11
2026-03-01 12:25:07,360,360,0,54.71,680,0,146.84
2026-03-01 12:25:12,160,160,0,54.19,650,0,154.11
2026-03-01 12:25:17,320,148,172,253.5,684,0,146.0
2026-03-01 12:25:22,460,382,78,122.69,642,0,157.2
2026-03-01 12:25:27,400,288,112,63.85,696,0,143.72
2026-03-01 12:25:32,400,262,138,56.0,686,0,145.27
2026-03-01 12:25:37,220,220,0,52.21,674,0,148.48
2026-03-01 12:25:42,360,268,92,57.47,672,0,149.12
2026-03-01 12:25:47,300,142,158,54.9,606,0,163.75
2026-03-01 12:25:52,280,280,0,63.58,670,0,149.48
2026-03-01 12:25:57,400,328,72,84.86,644,0,157.0
2026-03-01 12:26:02,360,182,178,59.08,610,0,161.57
2026-03-01 12:26:07,140,140,0,49.14,668,0,149.82
2026-03-01 12:26:12,380,380,0,196.64,628,0,160.78
2026-03-01 12:26:17,60,48,12,298.29,708,0,141.06
2026-03-01 12:26:22,820,582,238,205.59,642,0,155.6
2026-03-01 12:26:27,100,100,0,47.0,700,0,142.08
2026-03-01 12:26:32,400,150,250,80.11,560,0,179.92
2026-03-01 12:26:37,420,420,0,62.05,670,0,149.04
2026-03-01 12:26:42,180,180,0,52.22,696,0,142.35
2026-03-01 12:26:47,400,150,250,64.89,664,0,149.93
2026-03-01 12:26:52,360,360,0,55.69,614,0,164.27
2026-03-01 12:26:57,260,260,0,50.21,664,0,149.63
2026-03-01 12:27:02,340,90,250,59.94,652,0,155.25
2026-03-01 12:27:07,340,340,0,56.5,676,0,148.17
2026-03-01 12:27:12,380,368,12,53.96,678,0,148.09
2026-03-01 12:27:17,300,62,238,56.88,630,0,156.37
2026-03-01 12:27:22,280,280,0,52.22,650,0,154.58
2026-03-01 12:27:27,360,360,0,57.69,628,0,159.97
2026-03-01 12:27:32,360,110,250,75.11,578,0,170.99
2026-03-01 12:27:37,140,140,0,51.27,624,0,159.45
2026-03-01 12:27:42,380,380,0,65.11,648,0,156.14
2026-03-01 12:27:47,380,168,212,55.58,664,0,150.7
2026-03-01 12:27:52,260,222,38,54.23,636,0,157.7
2026-03-01 12:27:57,360,360,0,56.92,584,0,170.32
2026-03-01 12:28:02,260,168,92,52.8,622,0,161.06
2026-03-01 12:28:07,380,222,158,55.48,648,0,153.53
2026-03-01 12:28:12,360,360,0,90.4,640,0,155.48
2026-03-01 12:28:17,180,160,20,52.54,674,0,149.27
2026-03-01 12:28:22,380,150,230,59.66,648,0,153.0
2026-03-01 12:28:27,380,380,0,69.69,588,0,171.53
2026-03-01 12:28:32,220,220,0,53.38,648,0,154.47
2026-03-01 12:28:37,360,110,250,59.07,666,0,150.56
2026-03-01 12:28:42,400,400,0,62.26,658,0,151.5
2026-03-01 12:28:47,260,248,12,58.91,648,0,154.52
2026-03-01 12:28:52,400,162,238,70.71,662,0,152.37
2026-03-01 12:28:57,200,200,0,53.27,654,0,150.59
2026-03-01 12:29:02,340,340,0,59.86,606,0,164.99
2026-03-01 12:29:07,400,150,250,57.61,632,0,159.26
2026-03-01 12:29:12,220,220,0,51.03,646,0,154.97
2026-03-01 12:29:17,320,320,0,55.69,606,0,164.86
2026-03-01 12:29:22,380,130,250,59.48,602,0,165.81
2026-03-01 12:29:27,80,80,0,46.29,658,0,152.17
2026-03-01 12:29:32,320,320,0,316.56,644,0,154.38
2026-03-01 12:29:37,560,328,232,116.09,636,0,159.0
2026-03-01 12:29:42,400,382,18,66.31,652,0,153.17
2026-03-01 12:29:47,140,140,0,51.35,652,0,150.92
2026-03-01 12:29:52,420,228,192,66.91,596,0,170.1
2026-03-01 12:29:57,360,302,58,66.54,642,0,154.68
2026-03-01 12:30:02,140,140,0,61.08,622,0,162.43
2026-03-01 12:30:07,300,260,40,139.91,646,0,155.75
2026-03-01 12:30:12,360,150,210,116.8,618,0,160.86
2026-03-01 12:30:17,460,460,0,87.87,610,0,164.84
2026-03-01 12:30:22,180,180,0,51.02,640,0,153.47
2026-03-01 12:30:27,340,90,250,64.72,618,0,163.56
2026-03-01 12:30:32,400,400,0,63.86,620,0,161.38
2026-03-01 12:30:37,140,140,0,53.63,638,0,155.5
2026-03-01 12:30:42,380,130,250,60.75,602,0,167.11
2026-03-01 12:30:47,160,160,0,60.16,594,0,167.68
2026-03-01 12:30:52,580,580,0,185.63,608,0,163.37
2026-03-01 12:30:57,120,8,112,56.9,648,0,156.34
2026-03-01 12:31:02,400,262,138,64.0,618,0,160.21
2026-03-01 12:31:07,420,420,0,68.63,630,0,159.5
2026-03-01 12:31:12,160,68,92,52.49,662,0,150.91
2026-03-01 12:31:17,360,202,158,58.97,594,0,167.97
2026-03-01 12:31:22,360,360,0,63.26,612,0,165.55
2026-03-01 12:31:27,200,180,20,50.05,614,0,159.3
2026-03-01 12:31:32,360,130,230,67.91,642,0,157.78
2026-03-01 12:31:37,420,420,0,87.29,566,0,174.86
2026-03-01 12:31:42,40,40,0,41.32,626,0,158.84
2026-03-01 12:31:47,460,210,250,75.0,602,0,168.18
2026-03-01 12:31:52,360,360,0,70.27,560,0,178.41
2026-03-01 12:31:57,120,120,0,53.98,606,0,165.14
2026-03-01 12:32:02,440,228,212,68.15,636,0,158.25
2026-03-01 12:32:07,400,362,38,71.14,618,0,160.49
2026-03-01 12:32:12,140,140,0,53.09,590,0,169.26
2026-03-01 12:32:17,220,220,0,77.67,582,0,172.06
2026-03-01 12:32:22,460,210,250,123.43,636,0,159.41
2026-03-01 12:32:27,240,240,0,70.65,518,0,187.07
2026-03-01 12:32:32,220,220,0,66.61,656,0,156.78
2026-03-01 12:32:37,400,150,250,61.09,598,0,166.41
2026-03-01 12:32:42,380,380,0,58.88,632,0,158.8
2026-03-01 12:32:47,160,160,0,55.77,564,0,176.47
2026-03-01 12:32:52,380,168,212,60.79,600,0,165.94
2026-03-01 12:32:57,320,282,38,54.23,630,0,158.39
2026-03-01 12:33:02,220,220,0,56.25,620,0,160.98
2026-03-01 12:33:07,360,248,112,57.43,620,0,161.39
2026-03-01 12:33:12,320,182,138,57.6,580,0,171.46
2026-03-01 12:33:17,240,240,0,61.57,596,0,167.26
2026-03-01 12:33:22,300,300,0,58.82,588,0,172.44
2026-03-01 12:33:27,380,130,250,55.81,592,0,168.19
2026-03-01 12:33:32,260,260,0,57.14,616,0,162.0
2026-03-01 12:33:37,300,300,0,53.17,636,0,159.01
2026-03-01 12:33:42,320,88,232,60.19,606,0,163.45
2026-03-01 12:33:47,360,342,18,59.39,620,0,161.96
2026-03-01 12:33:52,200,200,0,58.65,622,0,160.06
2026-03-01 12:33:57,320,208,112,62.41,584,0,172.58
2026-03-01 12:34:02,400,262,138,59.92,618,0,162.04
2026-03-01 12:34:07,200,200,0,57.23,620,0,160.85
2026-03-01 12:34:12,360,288,72,62.97,606,0,165.15
2026-03-01 12:34:17,120,0,120,62.41,608,0,164.12
2026-03-01 12:34:22,620,562,58,165.63,620,0,159.99
2026-03-01 12:34:27,40,40,0,56.43,614,0,164.67
2026-03-01 12:34:32,440,190,250,68.09,612,0,163.63
2026-03-01 12:34:37,400,400,0,65.57,632,0,157.82
2026-03-01 12:34:42,180,180,0,51.89,630,0,156.4
2026-03-01 12:34:47,320,128,192,60.81,602,0,167.67
2026-03-01 12:34:52,380,322,58,62.84,608,0,164.49
2026-03-01 12:34:57,220,220,0,54.18,608,0,163.47
2026-03-01 12:35:02,320,208,112,58.52,600,0,166.4
2026-03-01 12:35:07,360,222,138,59.02,590,0,170.23
2026-03-01 12:35:12,200,200,0,58.04,610,0,165.67
2026-03-01 12:35:17,360,328,32,57.78,604,0,165.36
2026-03-01 12:35:22,320,102,218,59.89,574,0,174.32
2026-03-01 12:35:27,220,220,0,55.97,584,0,169.89
2026-03-01 12:35:32,200,200,0,58.21,620,0,161.21
2026-03-01 12:35:37,440,228,212,251.07,628,0,158.3
2026-03-01 12:35:42,280,242,38,69.65,610,0,166.62
2026-03-01 12:35:47,400,400,0,62.76,598,0,166.06
2026-03-01 12:35:52,220,108,112,57.26,576,0,172.55
2026-03-01 12:35:57,260,122,138,61.77,574,0,174.8
2026-03-01 12:36:02,320,320,0,63.48,592,0,170.48
2026-03-01 12:36:07,380,308,72,60.61,596,0,166.79
2026-03-01 12:36:12,40,0,40,63.43,608,0,164.34
2026-03-01 12:36:17,520,382,138,121.02,588,0,169.64
2026-03-01 12:36:22,160,160,0,66.74,540,0,186.05
2026-03-01 12:36:27,380,208,172,95.6,588,0,169.18
2026-03-01 12:36:32,400,322,78,63.71,588,0,169.52
2026-03-01 12:36:37,120,120,0,52.98,592,0,170.9
2026-03-01 12:36:42,360,308,52,69.27,546,0,181.54
2026-03-01 12:36:47,340,142,198,63.43,588,0,171.03
2026-03-01 12:36:52,140,140,0,51.68,548,0,182.11
2026-03-01 12:36:57,420,420,0,105.09,560,0,177.48
2026-03-01 12:37:02,60,48,12,81.5,588,0,170.5
2026-03-01 12:37:07,420,182,238,84.67,566,0,178.05
2026-03-01 12:37:12,341,341,0,73.8,558,0,178.55
